Energy_kcal,Protein_g,Carb_g,Sugar_g,Fiber_g,VitA_mcg,VitB6_mg,VitB12_mcg,VitC_mg,VitE_mg,Folate_mcg,Thiamin_mg,Calcium_mg,Copper_mcg,Iron_mg,Magnesium_mg,Manganese_mg,Phosphorus_mg,Selenium_mcg,Zinc_mg
117.0,8.14,20.69,0.0,0.0,0.0,0.037,0.0,0.0,0.0,4.0,0.27,40.0,0.341,4.58,82.0,0.482,120.0,2.8,2.85
352.0,24.63,63.35,2.03,10.7,2.0,0.54,0.0,4.5,0.49,479.0,0.873,35.0,0.754,6.51,47.0,1.393,281.0,0.1,3.27
116.0,9.02,20.13,1.8,7.9,0.0,0.178,0.0,1.5,0.11,181.0,0.169,19.0,0.251,3.33,36.0,0.494,180.0,2.8,1.27
338.0,21.46,63.38,8.5,19.0,0.0,0.512,0.0,0.0,0.72,395.0,0.507,81.0,0.74,7.51,224.0,1.672,385.0,7.2,2.83
115.0,7.8,20.88,2.9,7.0,0.0,0.161,0.0,0.0,0.18,83.0,0.161,17.0,0.235,2.39,43.0,0.516,111.0,4.5,0.95
79.0,4.93,14.91,0.0,4.8,0.0,0.091,0.0,0.0,0.0,50.0,0.055,21.0,0.18,1.81,39.0,0.363,74.0,4.5,0.65
335.0,20.62,62.83,8.32,20.6,0.0,0.327,0.0,0.0,0.7,400.0,0.574,81.0,0.665,6.19,188.0,1.686,370.0,7.0,2.6
126.0,8.04,23.31,0.0,7.7,0.0,0.078,0.0,0.0,0.0,150.0,0.161,29.0,0.215,2.4,53.0,0.585,127.0,4.9,1.03
371.0,36.17,40.37,0.0,18.9,0.0,0.357,0.0,4.8,0.0,355.0,0.64,176.0,1.022,4.36,198.0,2.382,440.0,8.2,4.75
119.0,15.57,9.88,0.0,2.8,0.0,0.009,0.0,1.1,0.0,59.0,0.134,51.0,0.231,1.2,54.0,0.676,128.0,2.6,1.38
343.0,22.94,61.52,0.0,0.0,2.0,0.366,0.0,4.0,0.0,649.0,0.562,150.0,0.688,10.85,381.0,1.82,489.0,8.2,1.92
117.0,7.81,20.96,0.0,0.0,1.0,0.093,0.0,1.0,0.0,143.0,0.124,3.0,0.164,3.14,104.0,0.527,150.0,2.8,0.59
347.0,23.86,62.62,6.6,16.3,6.0,0.382,0.0,4.8,0.51,625.0,0.621,132.0,0.941,6.74,189.0,1.035,367.0,8.2,2.68
105.0,7.02,19.15,2.0,7.6,1.0,0.067,0.0,1.0,0.15,159.0,0.164,27.0,0.156,1.4,48.0,0.298,99.0,2.5,0.84
351.0,0.16,86.09,0.0,0.5,0.0,0.05,0.0,0.0,0.13,2.0,0.15,25.0,0.081,2.17,3.0,0.1,32.0,7.9,0.41
341.0,25.21,58.99,0.0,18.3,1.0,0.281,0.0,0.0,0.0,216.0,0.273,138.0,0.981,7.57,267.0,1.527,379.0,8.2,3.35
105.0,7.54,18.34,2.01,6.4,2.0,0.058,0.0,1.0,0.15,94.0,0.15,53.0,0.139,1.75,63.0,0.412,156.0,2.5,0.83
352.0,23.82,63.74,8.0,25.5,7.0,0.174,0.0,1.8,0.09,274.0,0.726,37.0,0.815,4.82,49.0,1.22,321.0,4.1,3.55
118.0,8.34,21.1,2.9,8.3,0.0,0.048,0.0,0.4,0.03,65.0,0.19,14.0,0.181,1.29,36.0,0.396,99.0,0.6,1.0
567.0,25.8,16.13,4.72,8.5,0.0,0.348,0.0,0.0,8.33,240.0,0.64,92.0,1.144,4.58,168.0,1.934,376.0,7.2,3.27
318.0,13.5,21.26,2.47,8.8,0.0,0.152,0.0,0.0,4.1,75.0,0.259,55.0,0.499,1.01,102.0,1.023,198.0,4.4,1.83
599.0,28.03,15.26,4.18,9.4,0.0,0.461,0.0,0.8,6.94,120.0,0.085,61.0,0.533,1.52,176.0,1.845,397.0,3.3,3.28
587.0,24.35,21.26,4.9,8.4,0.0,0.466,0.0,0.0,4.93,97.0,0.152,58.0,0.428,1.58,178.0,1.786,363.0,9.3,2.77
570.0,26.15,15.83,0.0,9.5,0.0,0.348,0.0,0.0,0.0,240.0,0.675,106.0,0.9,3.91,188.0,2.64,388.0,7.2,2.12
579.0,28.01,17.45,0.0,8.9,0.0,0.256,0.0,0.0,0.0,126.0,0.317,100.0,0.661,2.28,168.0,2.355,387.0,7.5,2.0
570.0,25.09,20.91,0.0,8.7,0.0,0.34,0.0,0.0,0.0,246.0,0.639,62.0,1.171,2.09,184.0,1.98,336.0,7.3,3.34
589.0,27.04,16.3,0.0,8.9,0.0,0.243,0.0,0.0,0.0,126.0,0.09,54.0,0.838,1.65,160.0,1.721,319.0,7.5,3.08
563.0,25.19,16.54,3.95,8.5,0.0,0.346,0.0,0.0,6.56,239.0,0.653,89.0,1.112,2.55,171.0,1.696,380.0,7.1,4.43
578.0,25.87,19.86,0.0,8.9,0.0,0.254,0.0,0.0,0.0,125.0,0.276,86.0,1.273,1.67,188.0,2.008,506.0,7.5,6.62
589.0,24.06,21.57,8.41,8.0,0.0,0.418,0.0,0.0,6.3,92.0,0.106,45.0,0.578,1.9,160.0,1.8,319.0,8.2,2.79
598.0,22.21,22.31,10.49,5.0,0.0,0.441,0.0,0.0,9.1,87.0,0.15,49.0,0.422,1.74,168.0,1.665,335.0,4.1,2.51
327.0,52.2,34.7,8.22,15.8,0.0,0.504,0.0,0.0,0.05,248.0,0.7,140.0,1.8,2.1,370.0,4.9,760.0,7.1,5.1
428.0,33.8,31.27,0.0,15.8,0.0,0.304,0.0,0.0,0.0,133.0,0.457,130.0,2.039,4.74,48.0,4.231,508.0,7.1,5.99
343.0,21.7,62.78,0.0,15.0,1.0,0.283,0.0,0.0,0.0,456.0,0.643,130.0,1.057,5.23,183.0,1.791,367.0,8.2,2.76
121.0,6.76,23.25,0.0,6.7,0.0,0.05,0.0,0.0,0.0,111.0,0.146,43.0,0.269,1.11,46.0,0.501,119.0,2.9,0.9
90.0,4.98,13.55,0.54,3.7,0.0,0.103,0.0,6.0,0.09,11.0,0.076,29.0,0.129,1.44,35.0,0.289,92.0,5.8,0.58
310.0,10.68,6.32,0.0,2.6,4.0,0.479,0.0,0.0,6.9,42.0,4.4,23.0,0.105,2.41,19.0,0.205,70.0,7.4,0.42
313.0,38.11,38.32,0.0,17.5,2.0,1.336,6.0,0.0,0.0,198.0,0.702,204.0,0.304,11.99,216.0,0.271,639.0,7.4,2.21
257.0,18.53,9.84,0.0,2.8,0.0,0.828,0.0,0.0,2.1,26.0,2.343,63.0,0.25,3.72,36.0,0.725,225.0,7.4,1.46
446.0,36.49,30.16,7.33,9.3,1.0,0.377,0.0,6.0,0.85,375.0,0.874,277.0,1.658,15.7,280.0,2.517,704.0,17.8,4.89
173.0,16.64,9.93,3.0,6.0,0.0,0.234,0.0,1.7,0.35,54.0,0.155,102.0,0.407,5.14,86.0,0.824,245.0,7.3,1.15
471.0,35.22,33.55,4.2,17.7,10.0,0.208,0.0,2.2,0.91,211.0,0.1,138.0,0.828,3.9,145.0,2.158,363.0,19.1,3.14
451.0,39.58,32.72,0.0,8.1,0.0,0.225,0.0,4.6,0.0,205.0,0.427,140.0,1.079,3.95,228.0,2.184,649.0,19.3,4.77
199.0,11.69,26.47,6.2,5.4,4.0,0.199,0.08,0.0,0.01,19.0,0.098,57.0,0.42,2.49,48.0,0.859,159.0,7.0,2.56
212.0,17.72,14.36,4.89,5.4,0.0,0.13,0.0,13.0,0.01,8.0,0.16,217.0,0.667,8.6,115.0,1.528,174.0,8.8,3.03
193.0,18.54,9.39,0.0,0.0,0.0,0.215,0.08,0.0,0.0,24.0,0.078,111.0,0.56,2.7,81.0,1.3,266.0,0.0,1.14
436.0,34.54,35.19,7.5,9.6,6.0,0.461,0.0,0.0,1.95,345.0,0.581,206.0,2.92,6.37,429.0,2.275,494.0,7.5,3.92
441.0,34.8,33.67,7.61,9.7,6.0,0.351,0.0,0.0,1.98,227.0,0.412,188.0,2.221,5.82,369.0,2.077,476.0,7.5,3.58
330.0,47.01,38.37,18.88,17.5,2.0,0.574,0.0,0.0,0.12,305.0,0.698,241.0,4.065,9.24,290.0,3.018,674.0,1.7,2.46
375.0,45.51,34.93,10.53,16.0,2.0,1.05,0.0,0.0,0.55,289.0,1.088,285.0,1.6,8.2,285.0,3.15,675.0,58.9,4.1
339.0,44.95,40.14,0.0,0.0,2.0,0.569,0.0,0.0,0.0,303.0,0.691,244.0,2.0,13.7,306.0,3.8,701.0,3.3,5.06
54.0,3.27,6.28,3.99,0.6,0.0,0.077,0.0,0.0,0.11,18.0,0.06,25.0,0.128,0.64,25.0,0.223,52.0,4.8,0.12
331.0,58.13,30.91,20.0,5.5,0.0,0.134,0.0,0.0,0.0,340.0,0.316,363.0,0.976,10.78,315.0,4.19,839.0,0.8,4.4
338.0,80.69,7.36,0.0,5.6,0.0,0.1,0.0,0.0,0.0,176.0,0.176,178.0,1.599,14.5,39.0,1.493,776.0,0.8,4.03
53.0,8.14,4.93,0.4,0.8,0.0,0.148,0.0,0.0,0.0,14.0,0.033,33.0,0.043,1.45,74.0,1.018,166.0,0.5,0.87
60.0,10.51,5.57,1.7,0.8,0.0,0.2,0.0,0.0,0.0,18.0,0.059,20.0,0.135,2.38,40.0,0.499,130.0,0.8,0.43
60.0,7.0,7.84,1.3,0.5,0.0,0.143,0.0,0.0,0.0,13.0,0.042,17.0,0.041,0.33,29.0,0.1,94.0,0.8,0.23
70.0,8.19,1.69,0.6,0.9,0.0,0.071,0.0,0.2,0.01,19.0,0.06,201.0,0.213,1.61,37.0,0.625,121.0,9.9,0.83
61.0,6.55,1.8,0.7,0.2,0.0,0.052,0.0,0.2,0.01,44.0,0.047,111.0,0.157,1.11,27.0,0.389,92.0,8.9,0.64
480.0,47.94,14.56,0.0,7.2,26.0,0.286,0.0,0.7,0.0,92.0,0.494,364.0,1.179,9.73,59.0,3.689,483.0,54.3,4.9
271.0,17.19,10.49,2.72,3.9,1.0,0.099,0.0,0.0,0.04,27.0,0.17,372.0,0.398,4.87,60.0,1.495,287.0,28.5,1.99
77.0,3.22,12.54,0.0,0.0,0.0,0.115,0.0,0.0,0.0,26.0,0.02,80.0,0.2,1.3,26.0,0.404,60.0,10.6,0.56
116.0,8.15,5.15,0.0,0.0,0.0,0.091,0.0,0.2,0.0,29.0,0.157,46.0,0.376,1.98,52.0,1.174,73.0,17.3,1.56
347.0,24.33,61.91,0.0,11.0,3.0,0.371,0.0,1.6,0.0,658.0,0.887,138.0,0.879,8.61,338.0,1.59,559.0,8.2,3.5
118.0,8.29,21.09,0.0,3.8,0.0,0.095,0.0,0.4,0.0,146.0,0.212,42.0,0.225,2.64,98.0,0.487,181.0,2.8,1.08
409.0,29.65,41.71,0.0,25.9,0.0,0.175,0.0,0.0,0.0,45.0,1.03,440.0,2.88,13.44,179.0,3.721,451.0,8.2,4.48
147.0,10.62,14.94,0.0,0.0,0.0,0.047,0.0,0.0,0.0,10.0,0.295,142.0,0.773,4.33,54.0,1.199,153.0,2.9,1.44
177.0,4.86,20.12,0.27,4.0,0.0,0.399,0.0,7.9,0.75,59.0,0.089,49.0,0.224,1.56,29.0,0.567,110.0,2.4,1.09
333.0,13.31,31.84,0.0,0.0,1.0,0.125,0.0,1.6,0.0,104.0,0.146,54.0,0.258,3.42,82.0,0.691,192.0,1.0,1.5
43.0,2.6,4.92,3.65,0.2,55.0,0.031,0.85,0.0,0.11,9.0,0.029,123.0,0.165,0.42,15.0,0.062,43.0,2.3,0.26
358.0,23.91,63.1,0.0,10.8,3.0,0.403,0.0,1.7,0.0,204.0,0.51,48.0,1.303,7.39,59.0,1.716,294.0,0.0,3.6
124.0,7.98,21.49,3.8,5.5,0.0,0.0,0.0,0.2,0.0,28.0,0.067,57.0,0.272,1.5,30.0,0.384,121.0,1.6,0.75
114.0,6.99,20.22,0.54,5.5,0.0,0.0,0.0,0.1,0.0,24.0,0.052,63.0,0.259,1.33,32.0,0.383,101.0,0.0,0.61
177.0,15.7,14.27,1.07,4.9,1.0,0.303,2.01,4.5,0.23,124.0,2.651,136.0,0.2,2.41,56.0,0.951,206.0,22.6,1.26
650.0,24.8,14.23,3.34,7.8,0.0,0.471,0.0,0.0,8.06,144.0,0.116,72.0,0.76,2.84,164.0,1.979,350.0,9.1,3.51
520.0,25.9,35.65,9.28,5.2,0.0,0.31,0.0,0.0,9.04,60.0,0.27,35.0,0.58,1.9,170.0,1.475,369.0,7.5,2.8
591.0,25.72,18.75,10.47,5.6,1172.0,2.23,0.0,0.0,43.2,540.0,0.083,43.0,1.64,16.6,355.0,0.0,368.0,7.5,14.4
593.0,26.06,17.69,10.94,5.7,1172.0,2.52,0.0,0.0,43.2,467.0,0.125,45.0,1.77,17.5,370.0,0.0,316.0,7.5,15.1
387.0,22.39,57.82,10.85,10.8,2.0,0.492,0.0,0.0,0.83,437.0,0.486,45.0,0.912,4.86,166.0,1.6,318.0,8.3,2.81
166.0,7.9,14.29,0.0,6.0,0.0,0.2,0.0,0.0,0.0,83.0,0.18,38.0,0.527,2.44,71.0,0.773,176.0,2.6,1.83
91.0,9.89,2.0,0.5,0.4,0.0,0.063,0.0,0.5,0.0,17.0,0.048,175.0,0.191,1.84,53.0,0.759,136.0,13.0,1.1
146.0,12.68,4.39,0.0,0.6,0.0,0.039,0.0,0.3,0.0,22.0,0.042,345.0,0.328,2.75,53.0,1.052,231.0,16.8,1.66
55.0,4.8,2.9,1.31,0.1,0.0,0.011,0.0,0.0,0.0,0.0,0.1,31.0,0.207,0.82,29.0,0.0,62.0,0.0,0.52
62.0,6.9,2.4,1.27,0.1,0.0,0.011,0.0,0.0,0.0,0.0,0.101,32.0,0.203,1.03,27.0,0.0,90.0,0.0,0.61
55.0,7.4,2.0,0.99,0.1,0.0,0.011,0.0,0.0,0.0,0.0,0.079,31.0,0.2,1.19,27.0,0.0,100.0,0.0,0.6
37.0,6.3,1.1,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,36.0,0.121,0.75,10.0,0.0,81.0,0.0,0.33
38.0,7.0,1.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,43.0,0.129,0.79,10.0,0.0,83.0,0.0,0.26
63.0,2.26,9.95,7.86,0.4,0.0,0.077,0.7,1.7,0.01,11.0,0.022,25.0,0.206,0.48,15.0,0.0,51.0,4.8,0.34
588.0,21.93,23.98,6.5,5.7,0.0,0.551,0.0,0.0,5.94,35.0,0.107,54.0,0.571,2.16,179.0,1.361,335.0,40.4,2.67
63.0,2.26,9.95,7.86,0.4,70.0,0.077,0.7,1.7,0.11,11.0,0.022,126.0,0.206,0.48,15.0,0.0,51.0,4.8,0.34
83.0,5.28,13.5,0.59,4.7,0.0,0.107,0.0,0.0,0.09,0.0,0.04,35.0,0.171,1.7,38.0,0.332,114.0,5.6,0.74
79.0,5.34,13.5,0.61,4.7,0.0,0.113,0.0,0.9,0.04,57.0,0.03,34.0,0.163,1.62,38.0,0.326,111.0,5.7,0.65
144.0,5.0,15.47,0.0,4.7,0.0,0.085,0.0,0.0,1.04,0.0,0.027,33.0,0.22,1.95,36.0,0.295,91.0,3.5,0.7
196.0,18.19,9.35,0.0,0.0,0.0,0.199,0.14,0.0,0.0,21.0,0.054,96.0,0.54,2.13,77.0,1.285,253.0,0.0,1.57
123.0,3.85,23.08,10.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0
108.0,4.62,19.23,6.15,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0
67.0,4.17,10.83,2.5,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0
60.0,3.33,11.67,3.33,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0
63.0,4.17,11.67,3.33,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0
54.0,8.3,1.3,0.2,0.6,95.0,0.0,2.36,0.0,5.22,0.0,0.0,184.0,0.0,1.6,0.0,0.0,181.0,0.0,0.0
118.0,12.4,2.8,0.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
98.0,10.1,2.6,0.4,1.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0
84.0,8.9,2.3,0.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0
47.0,4.8,1.4,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0
44.0,2.9,4.5,2.0,0.4,0.0,0.0,0.39,0.0,0.0,0.0,0.06,127.0,0.0,0.4,16.0,0.0,0.0,0.0,0.37
47.0,3.2,4.5,2.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0
30.0,1.6,4.1,2.9,0.1,0.0,0.0,0.37,0.0,0.0,0.0,0.02,123.0,0.0,0.3,10.0,0.0,0.0,0.0,0.37
33.0,2.86,1.74,0.41,0.5,0.0,0.049,1.11,0.0,0.0,0.0,0.154,124.0,0.082,0.46,16.0,0.0,32.0,0.0,0.0
45.0,2.94,3.45,2.53,0.4,0.0,0.233,1.08,7.2,2.52,0.0,0.062,140.0,0.123,0.49,0.0,0.0,0.0,2.3,0.24
30.0,2.38,3.51,2.61,0.3,61.0,0.016,1.0,0.0,0.06,9.0,0.037,123.0,0.086,0.43,15.0,0.0,87.0,2.3,0.23
47.0,2.1,8.24,7.13,0.7,61.0,0.037,1.0,0.0,0.13,9.0,0.037,123.0,0.199,0.59,15.0,0.074,87.0,1.7,0.23
34.0,2.62,3.85,0.41,0.6,0.0,0.0,0.23,0.0,0.0,0.0,0.0,123.0,0.0,0.46,13.0,0.0,103.0,0.0,0.1
43.0,1.65,7.2,3.5,0.8,62.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.44,0.0,0.0,62.0,0.0,0.0
28.0,2.47,4.14,3.65,0.2,61.0,0.024,0.23,0.0,0.08,7.0,0.022,116.0,0.125,0.35,10.0,0.0,87.0,1.8,0.1
44.0,2.47,8.51,3.65,0.2,61.0,0.037,0.23,0.0,0.13,7.0,0.037,116.0,0.199,0.35,10.0,0.0,87.0,1.7,0.1
41.0,2.88,3.29,2.47,0.4,0.0,0.0,1.23,0.0,0.0,0.0,0.0,123.0,0.0,0.44,16.0,0.0,0.0,2.3,0.25
41.0,2.47,4.12,2.88,0.4,0.0,0.0,1.23,0.0,0.0,0.0,0.0,123.0,0.0,0.44,16.0,0.0,0.0,2.3,0.25
58.0,2.06,9.47,7.82,0.8,0.0,0.0,1.23,0.0,0.0,0.0,0.0,123.0,0.0,0.59,16.0,0.0,0.0,1.7,0.25
29.0,2.47,3.29,2.47,0.4,0.0,0.0,1.23,0.0,0.0,0.0,0.0,123.0,0.0,0.44,16.0,0.0,0.0,2.3,0.25
33.0,2.47,4.12,2.88,0.4,0.0,0.0,1.23,0.0,0.0,0.0,0.0,123.0,0.0,0.44,16.0,0.0,0.0,2.3,0.25
49.0,2.06,9.05,7.82,0.8,0.0,0.0,1.23,0.0,0.0,0.0,0.0,123.0,0.0,0.59,16.0,0.0,0.0,1.7,0.25
45.0,2.88,3.29,2.47,0.4,0.0,0.0,1.23,0.0,0.0,0.0,0.0,144.0,0.0,0.44,16.0,0.0,0.0,2.3,0.25
41.0,2.47,4.53,2.88,0.8,0.0,0.0,1.23,0.0,0.0,0.0,0.0,165.0,0.0,0.44,16.0,0.0,0.0,2.3,0.25
41.0,2.47,5.76,2.88,2.1,0.0,0.0,1.23,0.0,0.0,0.0,0.0,123.0,0.0,0.44,16.0,0.0,0.0,2.3,0.25
33.0,2.88,1.65,0.41,0.4,0.0,0.0,1.23,0.0,0.0,0.0,0.0,123.0,0.0,0.44,16.0,0.0,0.0,2.3,0.25
53.0,2.47,7.82,6.58,0.4,0.0,0.0,1.23,8.6,0.0,0.0,0.0,144.0,0.0,0.44,16.0,0.0,0.0,2.3,0.62
74.0,2.46,12.3,9.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
53.0,2.47,7.82,5.76,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,123.0,0.0,0.44,0.0,0.0,0.0,0.0,0.37
58.0,2.06,9.05,7.41,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,123.0,0.0,0.44,0.0,0.0,0.0,0.0,0.37
62.0,2.06,10.29,9.47,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37
79.0,2.64,13.66,10.57,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0
88.0,2.94,14.71,10.59,0.6,0.0,0.0,0.0,17.6,0.0,0.0,0.0,176.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0
66.0,2.64,9.69,5.29,0.4,0.0,0.0,0.0,13.2,0.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.0,2.35,18.24,12.94,0.6,0.0,0.0,0.0,17.6,0.0,0.0,0.0,176.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0
88.0,2.35,17.65,12.94,0.6,0.0,0.0,0.0,17.6,0.0,0.0,0.0,176.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0
94.0,2.35,18.82,14.71,0.6,0.0,0.0,0.0,17.6,0.0,0.0,0.0,176.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0
88.0,2.35,17.06,11.76,0.6,0.0,0.0,0.0,17.6,0.0,0.0,0.0,176.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0
88.0,2.35,17.06,12.35,0.6,0.0,0.0,0.0,17.6,0.0,0.0,0.0,176.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0
88.0,2.35,17.65,12.35,0.6,0.0,0.0,0.0,17.6,0.0,0.0,0.0,176.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0
88.0,2.35,17.06,10.59,0.6,0.0,0.0,0.0,17.6,0.0,0.0,0.0,176.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0
100.0,0.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70.0,8.0,1.5,0.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0
41.0,7.5,0.3,0.0,0.0,96.0,0.0,2.42,0.0,5.26,0.0,0.0,394.0,0.0,0.87,0.0,0.0,203.0,0.0,0.0
92.0,9.3,2.7,0.4,1.0,0.0,0.5,1.45,0.0,0.0,0.0,0.0,246.0,0.0,1.6,0.0,0.0,129.0,0.0,0.0
74.0,8.4,2.5,0.3,0.8,0.0,0.5,1.43,0.0,0.0,0.0,0.0,237.0,0.0,1.3,0.0,0.0,121.0,0.0,0.0
115.0,12.1,3.3,1.1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0
88.0,9.2,2.4,0.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0
80.0,8.3,2.3,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0
43.0,4.4,1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
59.0,5.83,2.74,0.53,0.8,0.0,0.0,0.0,0.9,0.0,0.0,0.0,78.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0
85.0,9.98,1.91,0.4,0.9,0.0,0.0,0.0,1.1,0.0,0.0,0.0,149.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0
128.0,7.52,24.77,0.0,7.3,0.0,0.096,0.0,0.0,0.0,121.0,0.115,28.0,0.298,2.0,52.0,0.573,168.0,1.2,1.77
132.0,8.86,23.71,0.0,8.7,0.0,0.069,0.0,0.0,0.0,149.0,0.244,27.0,0.209,2.1,70.0,0.444,140.0,1.2,1.12
91.0,6.03,16.55,0.23,6.9,0.0,0.055,0.0,2.7,0.62,61.0,0.14,35.0,0.192,1.9,35.0,0.233,108.0,1.3,0.54
130.0,8.18,24.35,0.32,8.3,0.0,0.077,0.0,0.0,0.87,86.0,0.225,55.0,0.269,2.85,49.0,0.327,152.0,1.2,0.76
136.0,9.34,24.46,0.0,10.0,0.0,0.081,0.0,0.0,0.0,207.0,0.21,50.0,0.231,2.09,50.0,0.37,135.0,1.3,1.14
129.0,7.05,24.02,0.0,9.4,0.0,0.105,0.0,1.2,0.0,75.0,0.13,63.0,0.115,1.08,56.0,0.382,102.0,1.2,0.64
118.0,8.33,21.09,0.0,7.0,0.0,0.117,0.0,1.3,0.0,102.0,0.158,68.0,0.247,2.13,50.0,0.518,165.0,4.1,0.88
114.0,7.37,21.02,1.41,4.9,0.0,0.106,0.0,1.3,0.79,81.0,0.143,53.0,0.16,1.57,51.0,0.408,136.0,4.1,0.65
127.0,8.67,22.8,0.32,6.4,0.0,0.12,0.0,1.2,0.87,130.0,0.16,28.0,0.242,2.94,45.0,0.477,142.0,1.2,1.07
124.0,9.13,22.41,0.0,9.3,0.0,0.104,0.0,1.2,0.0,74.0,0.129,66.0,0.289,2.98,48.0,0.318,137.0,1.2,0.86
127.0,8.67,22.8,0.32,7.4,0.0,0.12,0.0,1.2,0.03,130.0,0.16,28.0,0.242,2.94,45.0,0.477,142.0,1.2,1.07
121.0,8.12,20.8,0.0,7.5,0.0,0.0,0.0,0.2,0.0,23.0,0.06,58.0,0.283,1.5,29.0,0.382,118.0,1.6,0.74
123.0,9.49,21.85,0.0,9.3,0.0,0.104,0.0,1.2,0.0,74.0,0.095,44.0,0.262,2.77,42.0,0.255,142.0,1.2,0.9
81.0,5.22,14.83,1.85,5.3,0.0,0.08,0.0,0.8,0.02,26.0,0.106,29.0,0.147,1.25,30.0,0.291,106.0,1.1,0.62
140.0,8.23,26.05,0.37,6.3,0.0,0.138,0.0,0.9,0.01,140.0,0.237,69.0,0.21,2.36,53.0,0.527,144.0,2.9,1.03
149.0,9.06,27.91,0.36,5.3,0.0,0.175,0.0,0.0,0.98,168.0,0.257,52.0,0.271,2.3,65.0,0.548,165.0,1.4,0.96
143.0,9.01,26.22,0.34,9.0,0.0,0.229,0.0,0.8,0.94,172.0,0.193,46.0,0.219,2.09,50.0,0.453,147.0,6.2,0.98
117.0,7.04,20.77,0.0,0.0,0.0,0.0,0.0,0.1,0.0,21.0,0.05,64.0,0.26,1.27,30.0,0.37,96.0,0.0,0.59
142.0,8.97,25.81,0.0,10.4,0.0,0.127,0.0,0.0,0.0,137.0,0.236,73.0,0.149,2.84,68.0,0.51,169.0,1.3,1.09
82.0,4.6,15.18,1.02,4.6,0.0,0.135,0.0,0.7,0.55,24.0,0.052,47.0,0.162,1.47,33.0,0.318,92.0,3.7,0.56
